date,cv,professions,regions,industries,vacancy,invitation,response,added
20230623,data-20230623T064024-structure-20161130T143000.xml.gz,data-20230623T085756-structure-20161130T143000.xml.gz,data-20230623T085756-structure-20161130T143000.xml.gz,data-20230623T085756-structure-20161130T143000.xml.gz,data-20230623T213709-structure-20161130T143000.xml.gz,data-20230623T093622-structure-20161130T143000.xml.gz,data-20230623T093622-structure-20161130T143000.xml.gz,False
20230622,data-20230622T061552-structure-20161130T143000.xml.gz,data-20230622T085547-structure-20161130T143000.xml.gz,data-20230622T085547-structure-20161130T143000.xml.gz,data-20230622T085547-structure-20161130T143000.xml.gz,data-20230622T215021-structure-20161130T143000.xml.gz,data-20230622T093624-structure-20161130T143000.xml.gz,data-20230622T093624-structure-20161130T143000.xml.gz,False
20230621,data-20230621T063005-structure-20161130T143000.xml.gz,data-20230621T084456-structure-20161130T143000.xml.gz,data-20230621T084456-structure-20161130T143000.xml.gz,data-20230621T084456-structure-20161130T143000.xml.gz,data-20230621T214728-structure-20161130T143000.xml.gz,data-20230621T093612-structure-20161130T143000.xml.gz,data-20230621T093612-structure-20161130T143000.xml.gz,False
20230620,data-20230620T060313-structure-20161130T143000.xml.gz,data-20230620T085021-structure-20161130T143000.xml.gz,data-20230620T085021-structure-20161130T143000.xml.gz,data-20230620T085021-structure-20161130T143000.xml.gz,data-20230620T214309-structure-20161130T143000.xml.gz,data-20230620T093620-structure-20161130T143000.xml.gz,data-20230620T093620-structure-20161130T143000.xml.gz,False
20230619,data-20230619T061954-structure-20161130T143000.xml.gz,data-20230619T090221-structure-20161130T143000.xml.gz,data-20230619T090221-structure-20161130T143000.xml.gz,data-20230619T090221-structure-20161130T143000.xml.gz,data-20230619T215022-structure-20161130T143000.xml.gz,data-20230619T093524-structure-20161130T143000.xml.gz,data-20230619T093524-structure-20161130T143000.xml.gz,False
20230618,data-20230618T070508-structure-20161130T143000.xml.gz,data-20230618T085643-structure-20161130T143000.xml.gz,data-20230618T085643-structure-20161130T143000.xml.gz,data-20230618T085643-structure-20161130T143000.xml.gz,data-20230618T213813-structure-20161130T143000.xml.gz,data-20230618T093501-structure-20161130T143000.xml.gz,data-20230618T093501-structure-20161130T143000.xml.gz,False
20230617,data-20230617T092811-structure-20161130T143000.xml.gz,data-20230617T092421-structure-20161130T143000.xml.gz,data-20230617T092421-structure-20161130T143000.xml.gz,data-20230617T092421-structure-20161130T143000.xml.gz,data-20230617T214601-structure-20161130T143000.xml.gz,data-20230617T093601-structure-20161130T143000.xml.gz,data-20230617T093601-structure-20161130T143000.xml.gz,False
20230616,data-20230616T083634-structure-20161130T143000.xml.gz,data-20230616T093147-structure-20161130T143000.xml.gz,data-20230616T093147-structure-20161130T143000.xml.gz,data-20230616T093147-structure-20161130T143000.xml.gz,data-20230616T214911-structure-20161130T143000.xml.gz,data-20230616T093620-structure-20161130T143000.xml.gz,data-20230616T093620-structure-20161130T143000.xml.gz,False
20230615,data-20230615T055437-structure-20161130T143000.xml.gz,data-20230615T085933-structure-20161130T143000.xml.gz,data-20230615T085933-structure-20161130T143000.xml.gz,data-20230615T085933-structure-20161130T143000.xml.gz,data-20230615T213633-structure-20161130T143000.xml.gz,data-20230615T093622-structure-20161130T143000.xml.gz,data-20230615T093622-structure-20161130T143000.xml.gz,False
20230614,data-20230614T061112-structure-20161130T143000.xml.gz,data-20230614T085018-structure-20161130T143000.xml.gz,data-20230614T085018-structure-20161130T143000.xml.gz,data-20230614T085018-structure-20161130T143000.xml.gz,data-20230614T214534-structure-20161130T143000.xml.gz,data-20230614T093604-structure-20161130T143000.xml.gz,data-20230614T093604-structure-20161130T143000.xml.gz,False
20230613,data-20230613T063746-structure-20161130T143000.xml.gz,data-20230613T083916-structure-20161130T143000.xml.gz,data-20230613T083916-structure-20161130T143000.xml.gz,data-20230613T083916-structure-20161130T143000.xml.gz,data-20230613T214542-structure-20161130T143000.xml.gz,data-20230613T093454-structure-20161130T143000.xml.gz,data-20230613T093454-structure-20161130T143000.xml.gz,False
20230612,data-20230612T060325-structure-20161130T143000.xml.gz,data-20230612T084444-structure-20161130T143000.xml.gz,data-20230612T084444-structure-20161130T143000.xml.gz,data-20230612T084444-structure-20161130T143000.xml.gz,data-20230612T214332-structure-20161130T143000.xml.gz,data-20230612T093458-structure-20161130T143000.xml.gz,data-20230612T093458-structure-20161130T143000.xml.gz,False
20230611,data-20230611T061231-structure-20161130T143000.xml.gz,data-20230611T090019-structure-20161130T143000.xml.gz,data-20230611T090019-structure-20161130T143000.xml.gz,data-20230611T090019-structure-20161130T143000.xml.gz,data-20230611T214406-structure-20161130T143000.xml.gz,data-20230611T093520-structure-20161130T143000.xml.gz,data-20230611T093520-structure-20161130T143000.xml.gz,False
20230610,data-20230610T061321-structure-20161130T143000.xml.gz,data-20230610T085141-structure-20161130T143000.xml.gz,data-20230610T085141-structure-20161130T143000.xml.gz,data-20230610T085141-structure-20161130T143000.xml.gz,data-20230610T214847-structure-20161130T143000.xml.gz,data-20230610T093609-structure-20161130T143000.xml.gz,data-20230610T093609-structure-20161130T143000.xml.gz,False
20230609,data-20230609T064317-structure-20161130T143000.xml.gz,data-20230609T090413-structure-20161130T143000.xml.gz,data-20230609T090413-structure-20161130T143000.xml.gz,data-20230609T090413-structure-20161130T143000.xml.gz,data-20230609T215420-structure-20161130T143000.xml.gz,data-20230609T093618-structure-20161130T143000.xml.gz,data-20230609T093618-structure-20161130T143000.xml.gz,False
20230608,data-20230608T063030-structure-20161130T143000.xml.gz,data-20230608T085505-structure-20161130T143000.xml.gz,data-20230608T085505-structure-20161130T143000.xml.gz,data-20230608T085505-structure-20161130T143000.xml.gz,data-20230608T215603-structure-20161130T143000.xml.gz,data-20230608T093622-structure-20161130T143000.xml.gz,data-20230608T093622-structure-20161130T143000.xml.gz,False
20230607,data-20230607T065701-structure-20161130T143000.xml.gz,data-20230607T084007-structure-20161130T143000.xml.gz,data-20230607T084007-structure-20161130T143000.xml.gz,data-20230607T084007-structure-20161130T143000.xml.gz,data-20230607T220320-structure-20161130T143000.xml.gz,data-20230607T093402-structure-20161130T143000.xml.gz,data-20230607T093402-structure-20161130T143000.xml.gz,False
20230606,data-20230606T062526-structure-20161130T143000.xml.gz,data-20230606T082857-structure-20161130T143000.xml.gz,data-20230606T082857-structure-20161130T143000.xml.gz,data-20230606T082857-structure-20161130T143000.xml.gz,data-20230606T214140-structure-20161130T143000.xml.gz,data-20230606T093403-structure-20161130T143000.xml.gz,data-20230606T093403-structure-20161130T143000.xml.gz,False
20230605,data-20230605T060320-structure-20161130T143000.xml.gz,data-20230605T081922-structure-20161130T143000.xml.gz,data-20230605T081922-structure-20161130T143000.xml.gz,data-20230605T081922-structure-20161130T143000.xml.gz,data-20230605T213215-structure-20161130T143000.xml.gz,data-20230605T093312-structure-20161130T143000.xml.gz,data-20230605T093312-structure-20161130T143000.xml.gz,False
20230604,data-20230604T061403-structure-20161130T143000.xml.gz,data-20230604T082952-structure-20161130T143000.xml.gz,data-20230604T082952-structure-20161130T143000.xml.gz,data-20230604T082952-structure-20161130T143000.xml.gz,data-20230604T212023-structure-20161130T143000.xml.gz,data-20230604T093300-structure-20161130T143000.xml.gz,data-20230604T093300-structure-20161130T143000.xml.gz,False
20230603,data-20230603T065531-structure-20161130T143000.xml.gz,data-20230603T084759-structure-20161130T143000.xml.gz,data-20230603T084759-structure-20161130T143000.xml.gz,data-20230603T084759-structure-20161130T143000.xml.gz,data-20230603T212602-structure-20161130T143000.xml.gz,data-20230603T093419-structure-20161130T143000.xml.gz,data-20230603T093419-structure-20161130T143000.xml.gz,False
20230602,data-20230602T070332-structure-20161130T143000.xml.gz,data-20230602T085031-structure-20161130T143000.xml.gz,data-20230602T085031-structure-20161130T143000.xml.gz,data-20230602T085031-structure-20161130T143000.xml.gz,data-20230602T213439-structure-20161130T143000.xml.gz,data-20230602T093044-structure-20161130T143000.xml.gz,data-20230602T093044-structure-20161130T143000.xml.gz,False
20230601,data-20230601T063341-structure-20161130T143000.xml.gz,data-20230601T081649-structure-20161130T143000.xml.gz,data-20230601T081649-structure-20161130T143000.xml.gz,data-20230601T081649-structure-20161130T143000.xml.gz,data-20230601T215959-structure-20161130T143000.xml.gz,data-20230601T093104-structure-20161130T143000.xml.gz,data-20230601T093104-structure-20161130T143000.xml.gz,False
20230531,data-20230531T034138-structure-20161130T143000.xml.gz,,,,data-20230531T215352-structure-20161130T143000.xml.gz,data-20230531T093159-structure-20161130T143000.xml.gz,data-20230531T093159-structure-20161130T143000.xml.gz,False
20230529,data-20230529T065530-structure-20161130T143000.xml.gz,data-20230529T082423-structure-20161130T143000.xml.gz,data-20230529T082423-structure-20161130T143000.xml.gz,data-20230529T082423-structure-20161130T143000.xml.gz,data-20230529T212220-structure-20161130T143000.xml.gz,data-20230529T092957-structure-20161130T143000.xml.gz,data-20230529T092957-structure-20161130T143000.xml.gz,False
20230528,data-20230528T042421-structure-20161130T143000.xml.gz,,,,data-20230528T211640-structure-20161130T143000.xml.gz,data-20230528T092936-structure-20161130T143000.xml.gz,data-20230528T092936-structure-20161130T143000.xml.gz,False
20230527,data-20230527T062759-structure-20161130T143000.xml.gz,data-20230527T081848-structure-20161130T143000.xml.gz,data-20230527T081848-structure-20161130T143000.xml.gz,data-20230527T081848-structure-20161130T143000.xml.gz,data-20230527T211900-structure-20161130T143000.xml.gz,data-20230527T093116-structure-20161130T143000.xml.gz,data-20230527T093116-structure-20161130T143000.xml.gz,False
20230526,data-20230526T063236-structure-20161130T143000.xml.gz,data-20230526T081512-structure-20161130T143000.xml.gz,data-20230526T081512-structure-20161130T143000.xml.gz,data-20230526T081512-structure-20161130T143000.xml.gz,data-20230526T212517-structure-20161130T143000.xml.gz,data-20230526T093038-structure-20161130T143000.xml.gz,data-20230526T093038-structure-20161130T143000.xml.gz,False
20230525,data-20230525T060849-structure-20161130T143000.xml.gz,data-20230525T083241-structure-20161130T143000.xml.gz,data-20230525T083241-structure-20161130T143000.xml.gz,data-20230525T083241-structure-20161130T143000.xml.gz,data-20230525T212541-structure-20161130T143000.xml.gz,data-20230525T093046-structure-20161130T143000.xml.gz,data-20230525T093046-structure-20161130T143000.xml.gz,False
20230524,data-20230524T061452-structure-20161130T143000.xml.gz,data-20230524T083538-structure-20161130T143000.xml.gz,data-20230524T083538-structure-20161130T143000.xml.gz,data-20230524T083538-structure-20161130T143000.xml.gz,data-20230524T212949-structure-20161130T143000.xml.gz,data-20230524T093042-structure-20161130T143000.xml.gz,data-20230524T093042-structure-20161130T143000.xml.gz,False
20230523,data-20230523T061217-structure-20161130T143000.xml.gz,data-20230523T084001-structure-20161130T143000.xml.gz,data-20230523T084001-structure-20161130T143000.xml.gz,data-20230523T084001-structure-20161130T143000.xml.gz,data-20230523T212634-structure-20161130T143000.xml.gz,data-20230523T093040-structure-20161130T143000.xml.gz,data-20230523T093040-structure-20161130T143000.xml.gz,False
20230522,data-20230522T061433-structure-20161130T143000.xml.gz,data-20230522T081725-structure-20161130T143000.xml.gz,data-20230522T081725-structure-20161130T143000.xml.gz,data-20230522T081725-structure-20161130T143000.xml.gz,data-20230522T210636-structure-20161130T143000.xml.gz,data-20230522T092949-structure-20161130T143000.xml.gz,data-20230522T092949-structure-20161130T143000.xml.gz,False
20230521,data-20230521T064044-structure-20161130T143000.xml.gz,data-20230521T081850-structure-20161130T143000.xml.gz,data-20230521T081850-structure-20161130T143000.xml.gz,data-20230521T081850-structure-20161130T143000.xml.gz,data-20230521T211802-structure-20161130T143000.xml.gz,data-20230521T092933-structure-20161130T143000.xml.gz,data-20230521T092933-structure-20161130T143000.xml.gz,False
20230520,data-20230520T065152-structure-20161130T143000.xml.gz,data-20230520T090400-structure-20161130T143000.xml.gz,data-20230520T090400-structure-20161130T143000.xml.gz,data-20230520T090400-structure-20161130T143000.xml.gz,data-20230520T211836-structure-20161130T143000.xml.gz,data-20230520T093003-structure-20161130T143000.xml.gz,data-20230520T093003-structure-20161130T143000.xml.gz,False
20230519,data-20230519T063233-structure-20161130T143000.xml.gz,,,,data-20230519T212041-structure-20161130T143000.xml.gz,data-20230519T093037-structure-20161130T143000.xml.gz,data-20230519T093037-structure-20161130T143000.xml.gz,False
20230518,data-20230518T072824-structure-20161130T143000.xml.gz,data-20230518T091544-structure-20161130T143000.xml.gz,data-20230518T091544-structure-20161130T143000.xml.gz,data-20230518T091544-structure-20161130T143000.xml.gz,data-20230518T212135-structure-20161130T143000.xml.gz,data-20230518T093041-structure-20161130T143000.xml.gz,data-20230518T093041-structure-20161130T143000.xml.gz,False
20230517,data-20230517T063443-structure-20161130T143000.xml.gz,data-20230517T083559-structure-20161130T143000.xml.gz,data-20230517T083559-structure-20161130T143000.xml.gz,data-20230517T083559-structure-20161130T143000.xml.gz,data-20230517T212142-structure-20161130T143000.xml.gz,data-20230517T093038-structure-20161130T143000.xml.gz,data-20230517T093038-structure-20161130T143000.xml.gz,False
20230516,data-20230516T061639-structure-20161130T143000.xml.gz,data-20230516T083609-structure-20161130T143000.xml.gz,data-20230516T083609-structure-20161130T143000.xml.gz,data-20230516T083609-structure-20161130T143000.xml.gz,data-20230516T211614-structure-20161130T143000.xml.gz,data-20230516T093037-structure-20161130T143000.xml.gz,data-20230516T093037-structure-20161130T143000.xml.gz,False
20230515,data-20230515T063007-structure-20161130T143000.xml.gz,data-20230515T081541-structure-20161130T143000.xml.gz,data-20230515T081541-structure-20161130T143000.xml.gz,data-20230515T081541-structure-20161130T143000.xml.gz,data-20230515T211808-structure-20161130T143000.xml.gz,data-20230515T092938-structure-20161130T143000.xml.gz,data-20230515T092938-structure-20161130T143000.xml.gz,False
20230514,data-20230514T035850-structure-20161130T143000.xml.gz,,,,data-20230514T210239-structure-20161130T143000.xml.gz,data-20230514T092936-structure-20161130T143000.xml.gz,data-20230514T092936-structure-20161130T143000.xml.gz,False
